compound.dt50.sediment,compound.dt50.soil,compound.dt50.surfaceWater,compound.dt50.system,compound.freundlich,compound.henry,compound.koc,compound.molarMass,compound.name,compound.plant_uptake,compound.reference_temperature,compound.vapor_pressure,compound.water_solubility,gap.application_dates.0,gap.application_dates.1,gap.arguments.apply_every_n_years,gap.arguments.interval,gap.arguments.modelCrop,gap.arguments.name,gap.arguments.number_of_applications,gap.arguments.rate,gap.arguments.time_in_year,gap.converted_rates.0,gap.converted_rates.1,gap.type,gap.yearly_application_on_soil,0.compound_pec,0.compound_name
6.0,2.81,6.0,6.0,0.93845,2.01e-07,102.83,300.0,Compound 6397170705619403978,0.0,20.0,3.7e-07,556.7413,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 6397170705619403978
6.0,85.44,6.0,6.0,0.90508,4910.0,256.91,300.0,Compound 2557151763789554394,0.0,20.0,1000.0,63.0341,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.00031917355432074367,Compound 2557151763789554394
6.0,8.83,6.0,6.0,0.92195,0.00164,81.64,300.0,Compound 6194961589119001062,0.0,20.0,0.19,35137.8022,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.6086130761360954e-10,Compound 6194961589119001062
6.0,30.91,6.0,6.0,0.93194,0.000143,1166.99,300.0,Compound -4425717384134573371,0.0,20.0,0.0031,6431.9921,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -4425717384134573371
6.0,16.38,6.0,6.0,0.98935,2330.0,939.67,300.0,Compound 1024914279960870911,0.0,20.0,0.8,0.1029,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.4628405423089434e-05,Compound 1024914279960870911
6.0,20.05,6.0,6.0,0.95374,10.6,164.85,300.0,Compound -7142037157653947721,0.0,20.0,42.0,1197.4029,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,4.244560303897068e-09,Compound -7142037157653947721
6.0,11.17,6.0,6.0,0.99359,0.00749,261.61,300.0,Compound 8196877026289577280,0.0,20.0,0.011,444.0567,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.7118713308001488e-09,Compound 8196877026289577280
6.0,44.09,6.0,6.0,0.95415,326.0,2052.46,300.0,Compound -2823791651100021329,0.0,20.0,2.2,2.0394,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,4.7698544473075436e-11,Compound -2823791651100021329
6.0,1.78,6.0,6.0,0.93899,7.19,68.23,300.0,Compound -8785594947097806564,0.0,20.0,310.0,12794.0906,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -8785594947097806564
6.0,13.1,6.0,6.0,0.94286,6.71e-06,57.46,300.0,Compound 1047159501672884576,0.0,20.0,2.7e-08,1.2202,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,7.210241395050652e-05,Compound 1047159501672884576
6.0,1.54,6.0,6.0,0.94233,153.0,148.34,300.0,Compound 7167107245884024882,0.0,20.0,0.062,0.1207,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.655467698124891e-21,Compound 7167107245884024882
6.0,1005.95,6.0,6.0,0.98514,9.9,174.01,300.0,Compound 8797832645316180369,0.0,20.0,640.0,19391.223,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.22937021093704113,Compound 8797832645316180369
6.0,251.24,6.0,6.0,0.974,0.0638,570.72,300.0,Compound -87426084366379392,0.0,20.0,0.053,248.5915,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.027643011163983162,Compound -87426084366379392
6.0,44.3,6.0,6.0,0.95898,86100.0,474.01,300.0,Compound 1406352051574749627,0.0,20.0,780.0,2.7242,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,4.740968287610756e-05,Compound 1406352051574749627
6.0,34.42,6.0,6.0,0.9904,1.08,189.35,300.0,Compound -211038901922342130,0.0,20.0,3.1,869.5105,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,9.122020088355421e-05,Compound -211038901922342130
6.0,103.64,6.0,6.0,0.93245,1.78e-05,800.74,300.0,Compound -1102193182054022155,0.0,20.0,1.3e-07,2.1587,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,8.424839165256725e-10,Compound -1102193182054022155
6.0,55.09,6.0,6.0,0.97642,2810.0,2713.39,300.0,Compound 2164995352452844845,0.0,20.0,9.3,0.9957,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.2959223884936827e-05,Compound 2164995352452844845
6.0,14.56,6.0,6.0,0.93616,436.0,1740.85,300.0,Compound 2882485246867391521,0.0,20.0,6.6e-06,0.0,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.061562894215174e-19,Compound 2882485246867391521
6.0,136.83,6.0,6.0,0.97866,0.00583,857.95,300.0,Compound -8905498757301633907,0.0,20.0,0.0014,73.2878,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,7.244797511432133e-05,Compound -8905498757301633907
6.0,49.04,6.0,6.0,0.92836,0.000282,44.39,300.0,Compound -9047485652858819782,0.0,20.0,0.00065,690.7951,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.49960928408509053,Compound -9047485652858819782
6.0,64.93,6.0,6.0,0.9265,5.03e-08,8.69,300.0,Compound -7189327642709551757,0.0,20.0,8.6e-06,51023.6053,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,6.543858994177928,Compound -7189327642709551757
6.0,24.31,6.0,6.0,0.96555,1840000.0,3268.57,300.0,Compound -4255444231236043318,0.0,20.0,400000.0,64.9966,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.321905590241599e-06,Compound -4255444231236043318
6.0,771.62,6.0,6.0,0.97875,0.0725,0.4,300.0,Compound 8239758054710306087,0.0,20.0,0.00069,2.8655,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,19.105326707444426,Compound 8239758054710306087
6.0,15.37,6.0,6.0,0.95298,712.0,10798.07,300.0,Compound -6010537935939123429,0.0,20.0,390.0,163.3312,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -6010537935939123429
6.0,957.86,6.0,6.0,0.97267,0.000474,1893.47,300.0,Compound -2353169991928708954,0.0,20.0,1.6e-05,10.1842,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,6.655146582205762e-06,Compound -2353169991928708954
6.0,57.15,6.0,6.0,0.97191,4.12e-06,3793.36,300.0,Compound 5853290049808001651,0.0,20.0,0.0015,105610.2567,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 5853290049808001651
6.0,66.88,6.0,6.0,0.96023,2.45e-05,45.5,300.0,Compound 6884372666136831635,0.0,20.0,1.5e-05,183.6459,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.8743000482263423,Compound 6884372666136831635
6.0,1.9,6.0,6.0,0.95598,0.225,2150.04,300.0,Compound 6528577564385123720,0.0,20.0,15.0,19348.7278,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 6528577564385123720
6.0,994.95,6.0,6.0,0.93669,1080000.0,1748.24,300.0,Compound -7929071052260633243,0.0,20.0,730.0,0.2008,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,5.9469578470802285e-06,Compound -7929071052260633243
6.0,7.3,6.0,6.0,0.96825,0.00492,113.34,300.0,Compound 2003669720505136160,0.0,20.0,1.3e-05,0.7898,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,5.450476440861422e-09,Compound 2003669720505136160
6.0,3.5,6.0,6.0,0.93282,0.00126,1.68,300.0,Compound -6013915403868070142,0.0,20.0,0.0012,294.7442,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,6.1551918269143735e-06,Compound -6013915403868070142
6.0,57.63,6.0,6.0,0.94808,1.82e-07,1482.82,300.0,Compound -8397115946175262778,0.0,20.0,0.00028,455470.1668,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,7.934783978830663e-19,Compound -8397115946175262778
6.0,631.69,6.0,6.0,0.98246,5.12,2466.58,300.0,Compound -3419872341206573472,0.0,20.0,360.0,21250.319,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.1480848227109002e-08,Compound -3419872341206573472
6.0,40.47,6.0,6.0,0.90524,3960.0,0.36,300.0,Compound -5463426793317433566,0.0,20.0,730.0,55.2273,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0005392467727257886,Compound -5463426793317433566
6.0,14.34,6.0,6.0,0.97345,818.0,2662.76,300.0,Compound -6506460587810252003,0.0,20.0,1.1,0.4101,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.016293566542604e-11,Compound -6506460587810252003
6.0,264.64,6.0,6.0,0.99815,11800000.0,266.52,300.0,Compound 4299984388508565014,0.0,20.0,15000.0,0.379,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,5.28898375897996e-07,Compound 4299984388508565014
6.0,59.08,6.0,6.0,0.90849,0.451,4413.94,300.0,Compound -8314182425449194482,0.0,20.0,3.2,2099.9503,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -8314182425449194482
6.0,125.08,6.0,6.0,0.94866,8170.0,20.7,300.0,Compound -5854819933634650308,0.0,20.0,6.1,0.2247,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.00045455991233747737,Compound -5854819933634650308
6.0,59.48,6.0,6.0,0.98613,2.22e-09,3881.77,300.0,Compound -2485950222791769640,0.0,20.0,3.7e-05,4931439.4736,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.6596900493430448e-18,Compound -2485950222791769640
6.0,201.53,6.0,6.0,0.96666,0.000659,49.71,300.0,Compound -3294668242765821128,0.0,20.0,7.8e-07,0.3529,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,12.48710735286166,Compound -3294668242765821128
6.0,47.17,6.0,6.0,0.90692,148.0,666.1,300.0,Compound -4749680299019710555,0.0,20.0,14000.0,29235.0547,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,3.904337734290415e-14,Compound -4749680299019710555
6.0,9.32,6.0,6.0,0.90089,1120.0,2152.1,300.0,Compound 7403392552892967059,0.0,20.0,23.0,6.0994,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 7403392552892967059
6.0,3.53,6.0,6.0,0.9155,0.00102,3.32,300.0,Compound -5893620369297493249,0.0,20.0,0.0028,830.5435,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,3.360545271123395e-06,Compound -5893620369297493249
6.0,169.49,6.0,6.0,0.91622,3.61e-06,553.2,300.0,Compound -7844004536503043417,0.0,20.0,0.00017,14304.9456,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,3.096501075753391e-05,Compound -7844004536503043417
6.0,84.81,6.0,6.0,0.90652,0.972,1292.11,300.0,Compound 4572702928868983331,0.0,20.0,0.16,50.2527,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 4572702928868983331
6.0,110.0,6.0,6.0,0.93658,46000000.0,33.45,300.0,Compound -4382932220512189654,0.0,20.0,15000.0,0.0977,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.3102199683610146e-07,Compound -4382932220512189654
6.0,30.31,6.0,6.0,0.97002,4.8e-10,908.34,300.0,Compound -4346484930925233320,0.0,20.0,7.3e-09,4566.4664,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,6.42308222174998e-14,Compound -4346484930925233320
6.0,9.33,6.0,6.0,0.98345,414.0,87.78,300.0,Compound 8406625570924839561,0.0,20.0,0.42,0.3063,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,3.154522055894444e-05,Compound 8406625570924839561
6.0,6.52,6.0,6.0,0.97022,2.18,1926.33,300.0,Compound -2228517408923202473,0.0,20.0,10.0,1415.6219,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -2228517408923202473
6.0,56.59,6.0,6.0,0.96197,0.0112,2128.41,300.0,Compound -6670166779404786468,0.0,20.0,2.7e-06,0.0718,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.9677711971151735e-19,Compound -6670166779404786468
6.0,105.72,6.0,6.0,0.93229,0.0683,326.86,300.0,Compound 7456353988560430344,0.0,20.0,0.00013,0.5779,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.00047761922197511687,Compound 7456353988560430344
6.0,10.44,6.0,6.0,0.99261,2.43e-05,1376.4,300.0,Compound -3946565912280052479,0.0,20.0,0.00015,1897.2273,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.715613617895027e-20,Compound -3946565912280052479
6.0,127.36,6.0,6.0,0.99859,2990000000.0,205.89,300.0,Compound 7647784647127046687,0.0,20.0,65000.0,0.0065,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.0329385447044048e-09,Compound 7647784647127046687
6.0,1.72,6.0,6.0,0.98302,28.3,2168.17,300.0,Compound -4472164560802650710,0.0,20.0,7.4,78.4836,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -4472164560802650710
6.0,9.62,6.0,6.0,0.96406,11700.0,9308.5,300.0,Compound 6508171349887275478,0.0,20.0,12000.0,316.7639,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.8421469751829808e-09,Compound 6508171349887275478
6.0,6.54,6.0,6.0,0.99203,114.0,281.09,300.0,Compound 5567227921446860063,0.0,20.0,3600.0,9570.3423,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.2115609981246126e-09,Compound 5567227921446860063
6.0,5.93,6.0,6.0,0.98653,2620.0,15.91,300.0,Compound 6764253526304336958,0.0,20.0,0.31,0.036,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,9.277427937599736e-05,Compound 6764253526304336958
6.0,4.15,6.0,6.0,0.96133,462.0,8465.72,300.0,Compound -766226390783387528,0.0,20.0,0.54,0.3498,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -766226390783387528
6.0,15.24,6.0,6.0,0.9444,1.81e-07,0.89,300.0,Compound -8234954215675608616,0.0,20.0,0.00073,1204692.8456,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.24004964512231952,Compound -8234954215675608616
6.0,15.75,6.0,6.0,0.97615,12.5,147.41,300.0,Compound -4510060057102407177,0.0,20.0,0.2,4.8397,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,4.323863844332384e-08,Compound -4510060057102407177
6.0,27.81,6.0,6.0,0.97674,0.132,376.48,300.0,Compound -2339392503100791882,0.0,20.0,0.0045,10.1752,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.5609165137756718e-08,Compound -2339392503100791882
6.0,0.56,6.0,6.0,0.92275,0.000199,56.57,300.0,Compound -4211232250539730810,0.0,20.0,1.5e-06,2.2561,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -4211232250539730810
6.0,0.12,6.0,6.0,0.99747,0.00367,40.01,300.0,Compound 5410231305758499569,0.0,20.0,3.1e-05,2.5257,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,7.224118156225967e-20,Compound 5410231305758499569
6.0,5.55,6.0,6.0,0.95149,0.0642,2356.51,300.0,Compound 1950461063846306992,0.0,20.0,0.26,1233.7914,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 1950461063846306992
6.0,0.6,6.0,6.0,0.98554,8.4,579.25,300.0,Compound -1677725486146767155,0.0,20.0,0.039,1.3915,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -1677725486146767155
6.0,55.06,6.0,6.0,0.91045,0.0333,32.28,300.0,Compound -7868042304424235394,0.0,20.0,0.055,490.9961,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.41678126648022706,Compound -7868042304424235394
6.0,1.48,6.0,6.0,0.9981,1.76e-07,542.92,300.0,Compound -913037010598150316,0.0,20.0,5.2e-10,0.8875,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -913037010598150316
6.0,11.29,6.0,6.0,0.92252,0.0404,458.11,300.0,Compound -3370885664965698228,0.0,20.0,0.06,445.1524,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -3370885664965698228
6.0,61.62,6.0,6.0,0.97882,44100000.0,2706.88,300.0,Compound -7411318315801585209,0.0,20.0,2000.0,0.0137,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.29808575817643e-07,Compound -7411318315801585209
6.0,14.63,6.0,6.0,0.92647,0.000721,89.44,300.0,Compound 7199822971747919031,0.0,20.0,0.002,816.0901,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,3.6004629746611033e-07,Compound 7199822971747919031
6.0,12.36,6.0,6.0,0.94267,3320000.0,1104.93,300.0,Compound -6604392854764259565,0.0,20.0,14000.0,1.251,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.07593671403712e-06,Compound -6604392854764259565
6.0,13.69,6.0,6.0,0.94791,3.8e-05,184.01,300.0,Compound -7162762716405416768,0.0,20.0,7.1e-05,559.0245,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.5504785537043602e-10,Compound -7162762716405416768
6.0,2.21,6.0,6.0,0.97015,90600.0,18.72,300.0,Compound -4484165943477818628,0.0,20.0,530.0,1.7503,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,9.394670067012921e-06,Compound -4484165943477818628
6.0,702.16,6.0,6.0,0.95764,13.9,1796.97,300.0,Compound 1336143541585627949,0.0,20.0,130.0,2757.8663,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,7.751307203664491e-09,Compound 1336143541585627949
6.0,59.27,6.0,6.0,0.93551,1.4,674.29,300.0,Compound -2121352972757484968,0.0,20.0,0.2,42.1393,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.3296183272750359e-14,Compound -2121352972757484968
6.0,36.48,6.0,6.0,0.96214,2.9e-06,176.58,300.0,Compound 7967374784312439881,0.0,20.0,6.2e-05,6401.7225,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0004569389118019541,Compound 7967374784312439881
6.0,282.64,6.0,6.0,0.93438,2.87,37.04,300.0,Compound -3251809426188263272,0.0,20.0,300.0,31813.0248,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.7493148731445785,Compound -3251809426188263272
6.0,25.44,6.0,6.0,0.96131,1.27e-07,34817.28,300.0,Compound 7931195782895973224,0.0,20.0,0.00036,850953.8973,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 7931195782895973224
6.0,38.58,6.0,6.0,0.98244,0.00208,132.16,300.0,Compound -6044249159624350916,0.0,20.0,0.011,1527.7837,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.009600798777140545,Compound -6044249159624350916
6.0,45.01,6.0,6.0,0.99659,92200.0,9120.69,300.0,Compound -3544140866274237646,0.0,20.0,3500.0,11.4664,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.691957206575118e-05,Compound -3544140866274237646
6.0,51.51,6.0,6.0,0.994,2.67e-06,1.99,300.0,Compound 4733111981970471416,0.0,20.0,4.1e-09,0.4564,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,7.049815897607971,Compound 4733111981970471416
6.0,26.17,6.0,6.0,0.99051,1670.0,454.75,300.0,Compound -2520466626679432343,0.0,20.0,140.0,25.9523,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.00013248570902971298,Compound -2520466626679432343
